dsm5_chapt18diagnosis1,16.479579171836757
dsm5_chapt18diagnosis2,15.094960528261986
dsm5_chapt18diagnosis3,15.929340382358209
dsm5_chapt18diagnosis4,15.341505870378576
dsm5_chapt18diagnosis5,15.496038848016845
dsm5_chapt18diagnosis6,14.329749331826502
dsm5_chapt18diagnosis7,15.347353323847656
dsm5_chapt18diagnosis8,14.327314143335535
dsm5_chapt18diagnosis9,15.121744804702786
dsm5_chapt18diagnosis10,14.663547462313467
dsm5_chapt18diagnosis11,14.425960077873302
dsm5_chapt18diagnosis12,16.148316566291538
